customer_id,year_month,age,segment,income,spend,balance_avg,loan,digital_logins_30d,incoming_tx_cnt_30d,outgoing_tx_cnt_30d,salary_variance,balance_trend_90d,spend_travel,spend_food_grocery,spend_entertainment,spend_education,spend_utilities,spend_health,spend_shopping,travel_tx_cnt_90d,recency_last_travel_days,bill_autopay_active,failed_payments_90d,payday_cadence_days,days_since_last_payday,season_flag,upcoming_bill_due_days,balance_ratio,surplus,spend_ratio,dti,cashflow_volatility,liquidity_buffer,digital_index,inflow_baseline_90d,max_inflow_z_30d,max_inflow_pct_30d,large_inflow_flag_7d,days_since_large_inflow
269,2025-08,18,student,1979347.0,1690221.0,826707.0,7234419.0,10,8,20,200225.0,0.465,197083.0,388489.0,82960.0,196258.0,119978.0,187399.0,368044.0,1,1,0,0,14,11,none,0,0.418,289126.0,0.854,3.655,0.274,1.075,0.476,1934475.0,3.606,0.973,1,2
270,2025-08,21,student,6170464.0,3725871.0,1004493.0,0.0,22,7,16,447780.0,-0.835,378587.0,1009094.0,0.0,476142.0,200472.0,193560.0,563742.0,0,1,0,0,30,27,holiday_week,4,0.163,2444593.0,0.604,0.0,0.419,1.098,1.294,6635214.0,0.434,0.607,0,81
271,2025-08,20,student,7901449.0,4955457.0,2573457.0,0.0,12,9,15,668465.0,-0.059,359132.0,748720.0,268797.0,580404.0,93865.0,109999.0,759017.0,0,1,0,0,30,22,holiday_week,0,0.326,2945992.0,0.627,0.0,0.073,1.317,0.75,4546394.0,-1.168,0.237,0,37
272,2025-08,18,student,2789548.0,1733828.0,1287006.0,11412016.0,14,8,16,315192.0,-0.164,0.0,773555.0,183978.0,34500.0,53434.0,92439.0,70545.0,0,361,1,0,30,19,none,4,0.461,1055720.0,0.622,4.091,0.132,1.547,0.824,2547138.0,0.34,0.584,0,21
273,2025-08,26,student,4573946.0,2905161.0,0.0,7401046.0,27,10,22,142621.0,0.48,0.0,609149.0,355991.0,241465.0,159758.0,29277.0,567365.0,0,365,0,0,14,0,none,0,0.0,1668785.0,0.635,1.618,0.358,0.787,1.174,3782326.0,-2.857,0.054,0,24
274,2025-08,42,worker,7618675.0,6741603.0,2920720.0,0.0,24,1,29,293247.0,0.353,0.0,1687419.0,1329177.0,404135.0,431174.0,206473.0,1643077.0,0,365,0,0,30,26,none,7,0.383,877071.0,0.885,0.0,0.294,0.998,0.8,4658033.0,-0.056,0.486,0,31
275,2025-08,38,worker,7881512.0,6418069.0,849336.0,0.0,23,6,21,49599.0,0.339,1168035.0,1800517.0,986317.0,0.0,338721.0,66119.0,940441.0,1,1,1,0,14,14,none,15,0.108,1463444.0,0.814,0.0,0.294,0.746,1.045,5512525.0,1.874,0.867,1,0
276,2025-08,26,worker,12878543.0,12575789.0,3290317.0,0.0,10,5,31,436874.0,0.744,3421785.0,2503850.0,1166146.0,222307.0,948784.0,0.0,1073673.0,4,1,0,0,30,4,holiday_week,6,0.255,302754.0,0.976,0.0,0.458,0.774,0.312,10493872.0,1.032,0.737,0,58
277,2025-08,37,worker,9689095.0,10271862.0,2063000.0,32069892.0,15,3,26,342719.0,-0.116,1389254.0,2403466.0,398164.0,616311.0,538800.0,0.0,1173050.0,1,1,1,0,30,26,holiday_week,10,0.213,0.0,1.06,3.31,0.178,0.672,0.556,8805665.0,0.512,0.625,0,79
278,2025-08,35,worker,18053982.0,10207585.0,9843492.0,64672018.0,21,3,19,466839.0,0.651,772452.0,2378091.0,1679502.0,298106.0,447137.0,0.0,989849.0,1,1,1,0,30,27,none,11,0.545,7846397.0,0.565,3.582,0.17,1.849,1.05,18978624.0,1.113,0.753,0,83
279,2025-08,41,family,13676897.0,9991833.0,5341128.0,0.0,18,3,28,316156.0,-0.42,0.0,1570351.0,648521.0,817199.0,819158.0,756478.0,1008876.0,0,365,1,0,30,14,holiday_week,9,0.391,3685064.0,0.731,0.0,0.171,1.219,0.621,13036165.0,1.891,0.869,1,2
280,2025-08,46,family,22971565.0,12486653.0,0.0,0.0,12,4,21,1067024.0,-0.436,892813.0,3369928.0,629645.0,228150.0,1259922.0,109515.0,2100241.0,0,1,0,0,30,19,pre_holiday,0,0.0,10484913.0,0.544,0.0,0.189,0.92,0.545,23939378.0,2.443,0.92,1,2
281,2025-08,22,student,4171708.0,2517038.0,867876.0,5757620.0,19,4,12,191251.0,0.389,497436.0,241379.0,157264.0,453432.0,98133.0,149755.0,361525.0,2,1,1,0,30,18,pre_holiday,0,0.208,1654670.0,0.603,1.38,0.412,1.173,1.462,3771260.0,0.767,0.683,0,80
282,2025-08,22,student,5712116.0,3572858.0,2086763.0,23115897.0,17,4,27,877990.0,-0.627,336674.0,1347687.0,73598.0,682118.0,258458.0,261284.0,681776.0,0,1,1,0,30,9,pre_holiday,4,0.365,2139258.0,0.625,4.047,0.023,1.383,0.607,4536895.0,-0.542,0.368,0,106
283,2025-08,22,student,3265029.0,1833074.0,1028169.0,10523192.0,12,4,14,131550.0,0.308,53202.0,548849.0,110135.0,239330.0,34905.0,77391.0,274460.0,0,113,0,0,14,22,none,0,0.315,1431954.0,0.561,3.223,0.085,1.451,0.8,2848533.0,-2.857,0.054,0,10
284,2025-08,21,student,3904727.0,2195304.0,1702344.0,17099786.0,13,5,20,301474.0,0.096,0.0,629160.0,157355.0,564945.0,65427.0,69623.0,147951.0,0,365,0,1,14,29,holiday_week,0,0.436,1709424.0,0.562,4.379,0.064,1.665,0.619,3921625.0,1.677,0.842,1,1
285,2025-08,22,worker,9431591.0,6586621.0,4184662.0,27788491.0,13,6,30,293849.0,0.532,1045211.0,583661.0,789513.0,33673.0,342159.0,303648.0,603470.0,2,1,1,0,30,28,none,7,0.444,2844970.0,0.698,2.946,0.445,1.351,0.419,9949238.0,0.883,0.707,0,16
286,2025-08,32,worker,7329223.0,3939400.0,3367934.0,0.0,14,6,24,223689.0,0.023,244221.0,659019.0,251842.0,178590.0,374398.0,109434.0,344608.0,0,1,1,0,30,20,none,4,0.46,3389822.0,0.537,0.0,0.155,1.785,0.56,6433729.0,0.262,0.565,0,69
287,2025-08,19,student,5378589.0,4552003.0,1262458.0,22371466.0,16,5,20,135640.0,0.075,0.0,1589159.0,90860.0,688354.0,214850.0,372340.0,512413.0,0,349,0,2,30,10,none,4,0.235,826587.0,0.846,4.159,0.229,0.868,0.762,4091131.0,-1.18,0.235,0,100
288,2025-08,24,worker,12330509.0,7180511.0,217749.0,0.0,18,3,20,228957.0,0.279,43359.0,3590256.0,22581.0,286691.0,332200.0,748337.0,1756695.0,0,163,0,0,30,27,holiday_week,1,0.018,5149998.0,0.582,0.0,0.033,0.889,0.857,11718283.0,1.655,0.839,1,0
289,2025-08,42,worker,12088246.0,13797951.0,1485663.0,41225805.0,25,7,22,4230.0,-0.248,0.0,4593214.0,1294411.0,526636.0,932312.0,1241729.0,3522985.0,0,336,1,0,30,27,none,12,0.123,0.0,1.141,3.41,0.276,0.546,1.087,11746114.0,-0.441,0.392,0,70
290,2025-08,25,student,7973504.0,5201055.0,3211128.0,17725487.0,13,11,17,551646.0,-0.268,301057.0,1663013.0,452308.0,812916.0,351559.0,0.0,940213.0,0,1,0,2,30,0,none,8,0.403,2772448.0,0.652,2.223,0.362,1.384,0.722,8650517.0,-0.059,0.485,0,77
291,2025-08,47,family,26890152.0,19651394.0,3592863.0,133729083.0,19,2,21,3060333.0,0.263,1689899.0,5445032.0,1092965.0,1004916.0,924370.0,532535.0,2612016.0,1,1,1,0,30,10,pre_holiday,24,0.134,7238758.0,0.731,4.973,0.295,0.867,0.864,21463331.0,-0.096,0.476,0,72
292,2025-08,21,student,3372871.0,1773114.0,1563762.0,6570765.0,21,9,15,98937.0,0.037,58724.0,288501.0,106317.0,48777.0,206253.0,74126.0,60682.0,0,119,0,0,30,16,none,6,0.464,1599757.0,0.526,1.948,0.216,1.833,1.312,2697725.0,0.771,0.684,0,89
293,2025-08,70,senior,8136866.0,7940880.0,2607662.0,0.0,9,2,26,264824.0,-0.133,940754.0,2511418.0,815986.0,468340.0,476712.0,453440.0,1109081.0,2,1,1,0,14,17,none,8,0.32,195986.0,0.976,0.0,0.049,0.841,0.333,8246096.0,-1.969,0.123,0,104
294,2025-08,21,student,3015812.0,2677815.0,800659.0,9436290.0,15,1,15,25166.0,0.013,192589.0,379088.0,409333.0,0.0,186125.0,0.0,193694.0,0,1,0,0,30,21,none,1,0.265,337997.0,0.888,3.129,0.234,0.862,0.938,2529919.0,0.964,0.724,0,22
295,2025-08,39,family,16324447.0,12480650.0,0.0,27578214.0,19,3,27,763758.0,0.768,1739311.0,1653078.0,553219.0,168467.0,706682.0,0.0,2916746.0,1,1,1,0,30,15,pre_holiday,13,0.0,3843797.0,0.765,1.689,0.285,0.654,0.679,13590875.0,-1.236,0.225,0,53
296,2025-08,55,senior,6077325.0,3147930.0,728939.0,0.0,6,3,32,691530.0,-0.149,134901.0,400435.0,276321.0,0.0,244487.0,268287.0,56431.0,0,37,0,0,30,0,none,1,0.12,2929394.0,0.518,0.0,0.107,1.197,0.182,6612865.0,-1.176,0.236,0,103
297,2025-08,38,other,16988176.0,12768314.0,9937806.0,0.0,15,3,21,639705.0,-0.162,3443466.0,4017468.0,1675801.0,137462.0,1245429.0,294046.0,1923320.0,2,1,1,0,30,4,none,9,0.585,4219862.0,0.752,0.0,0.355,1.444,0.682,11795726.0,1.518,0.82,1,2
298,2025-08,38,family,18389573.0,10147097.0,4627243.0,0.0,18,4,23,1059684.0,-0.718,294612.0,2319107.0,451826.0,243512.0,1098507.0,0.0,676988.0,0,1,0,0,30,22,none,0,0.252,8242476.0,0.552,0.0,0.343,1.362,0.75,22222520.0,-1.706,0.154,0,62
299,2025-08,28,family,15001936.0,14092118.0,0.0,52119296.0,15,3,23,1991678.0,0.031,81333.0,3406603.0,1163329.0,413962.0,670926.0,68750.0,1752575.0,0,57,1,0,30,20,holiday_week,8,0.0,909818.0,0.939,3.474,0.209,0.532,0.625,12123135.0,1.514,0.82,1,0
300,2025-08,31,worker,14913337.0,12547772.0,6475259.0,0.0,19,1,17,1236242.0,0.346,0.0,2911706.0,1021810.0,0.0,1181831.0,686143.0,2125650.0,0,365,1,0,30,19,pre_holiday,11,0.434,2365565.0,0.841,0.0,0.383,1.11,1.056,15360876.0,0.174,0.543,0,112
301,2025-08,37,family,7574399.0,5562002.0,2310726.0,22369360.0,19,6,25,166602.0,0.426,292583.0,776031.0,98829.0,108520.0,447233.0,79250.0,1074196.0,0,1,1,0,30,13,none,12,0.305,2012398.0,0.734,2.953,0.245,1.096,0.731,6693346.0,-2.826,0.056,0,35
302,2025-08,25,student,1613077.0,571906.0,885400.0,4233276.0,14,8,19,109602.0,0.099,0.0,101478.0,52477.0,87652.0,52061.0,28436.0,69174.0,0,365,1,0,30,8,holiday_week,10,0.549,1041171.0,0.355,2.624,0.327,2.958,0.7,1517428.0,2.339,0.912,1,0
303,2025-08,37,worker,12975111.0,7428090.0,5188131.0,0.0,14,4,19,241630.0,0.48,767029.0,1349173.0,630723.0,287381.0,478144.0,67168.0,1305470.0,0,1,1,0,30,9,holiday_week,10,0.4,5547021.0,0.572,0.0,0.492,1.572,0.7,11166147.0,0.532,0.63,0,87
304,2025-08,32,worker,10030730.0,8256938.0,3370456.0,0.0,23,1,20,812731.0,0.379,0.0,959682.0,917243.0,542233.0,511853.0,0.0,667452.0,0,365,0,0,14,20,pre_holiday,13,0.336,1773792.0,0.823,0.0,0.114,1.016,1.095,10316471.0,0.676,0.663,0,10
305,2025-08,39,family,17674902.0,15941569.0,5124599.0,0.0,19,7,31,1515923.0,0.551,1234590.0,3049874.0,382422.0,472529.0,1435690.0,1421127.0,2253647.0,0,1,0,0,30,15,none,0,0.29,1733332.0,0.902,0.0,0.402,0.876,0.594,14986574.0,1.727,0.849,1,2
306,2025-08,32,worker,6173407.0,5471956.0,2095024.0,17205451.0,23,6,23,51597.0,0.493,0.0,783718.0,458724.0,12372.0,495398.0,300627.0,1049597.0,0,365,1,0,30,3,none,5,0.339,701450.0,0.886,2.787,0.48,0.947,0.958,5025511.0,2.57,0.929,1,1
307,2025-08,30,worker,9741135.0,4687415.0,7402654.0,0.0,15,5,24,669776.0,0.756,192044.0,1319381.0,714456.0,0.0,495974.0,143161.0,689706.0,0,1,1,0,30,11,pre_holiday,9,0.76,5053720.0,0.481,0.0,0.107,2.618,0.6,11416623.0,0.345,0.585,0,38
308,2025-08,25,worker,19800709.0,15152153.0,8674098.0,0.0,12,5,35,1071641.0,-0.026,1620816.0,4370097.0,2836609.0,639046.0,1085354.0,368015.0,1359306.0,1,1,1,0,30,24,none,5,0.438,4648556.0,0.765,0.0,0.184,1.226,0.333,17907908.0,1.058,0.742,0,66
309,2025-08,31,worker,13104548.0,11431454.0,624967.0,0.0,16,3,16,1143160.0,-0.547,2517997.0,1434991.0,1684308.0,37413.0,731542.0,1034509.0,1216274.0,3,1,0,1,30,17,none,0,0.048,1673093.0,0.872,0.0,0.193,0.628,0.941,10465890.0,0.636,0.654,0,72
310,2025-08,19,student,4309653.0,2030923.0,1854871.0,0.0,19,10,22,437720.0,0.349,0.0,423679.0,49716.0,107157.0,10501.0,124667.0,391380.0,0,358,1,0,30,25,none,15,0.43,2278730.0,0.471,0.0,0.205,1.974,0.826,2915295.0,-0.588,0.357,0,67
311,2025-08,24,worker,8421775.0,6053692.0,4122199.0,3941889.0,20,4,26,706355.0,0.401,342914.0,2348863.0,641001.0,362831.0,159728.0,483652.0,316065.0,0,1,1,0,30,15,none,8,0.489,2368082.0,0.719,0.468,0.209,1.377,0.741,9936319.0,-2.714,0.062,0,13
312,2025-08,35,worker,8553914.0,6510182.0,4065150.0,0.0,18,2,24,383560.0,0.756,119892.0,986964.0,385247.0,0.0,369846.0,144593.0,403929.0,0,27,1,0,14,14,none,0,0.475,2043732.0,0.761,0.0,0.236,1.281,0.72,6990354.0,0.368,0.591,0,99
313,2025-08,21,student,1531657.0,1033693.0,387129.0,0.0,13,7,21,163377.0,0.627,8968.0,277946.0,100814.0,164437.0,40459.0,44816.0,170669.0,0,263,1,0,30,28,none,6,0.253,497964.0,0.675,0.0,0.364,1.115,0.591,1852196.0,2.364,0.914,1,2
314,2025-08,22,worker,10747397.0,4752238.0,6015211.0,54729467.0,17,3,15,175686.0,0.925,90301.0,1150644.0,212532.0,272377.0,413539.0,261721.0,454902.0,0,59,1,0,30,15,none,9,0.56,5995159.0,0.442,5.092,0.002,2.397,1.062,10315654.0,1.0,0.731,0,22
315,2025-08,31,worker,13202531.0,8860816.0,6340013.0,0.0,13,4,17,79560.0,0.329,1708771.0,2874513.0,0.0,447258.0,300525.0,206732.0,249250.0,0,1,1,0,14,4,holiday_week,9,0.48,4341714.0,0.671,0.0,0.12,1.461,0.722,12165245.0,-1.83,0.138,0,70
316,2025-08,37,worker,5657730.0,3795794.0,4273873.0,0.0,13,7,20,564440.0,0.153,129549.0,979146.0,250930.0,0.0,205482.0,146071.0,816303.0,0,13,1,0,30,12,none,11,0.755,1861935.0,0.671,0.0,0.34,1.871,0.619,5236096.0,1.881,0.868,1,2
317,2025-08,38,worker,7791189.0,5436607.0,1511296.0,0.0,25,3,26,440147.0,-0.573,1177682.0,1073143.0,649476.0,19891.0,299644.0,120763.0,281036.0,1,1,0,0,30,19,none,3,0.194,2354582.0,0.698,0.0,0.33,0.995,0.926,9601804.0,-0.531,0.37,0,18
318,2025-08,38,worker,6549422.0,4162022.0,1634019.0,13828326.0,20,7,26,123933.0,0.189,392889.0,994295.0,406768.0,0.0,402822.0,228781.0,464917.0,1,1,1,0,30,10,none,8,0.249,2387400.0,0.635,2.111,0.107,1.179,0.741,3740815.0,-2.857,0.054,0,113
319,2025-08,32,worker,7004946.0,4578070.0,1955132.0,0.0,18,1,23,559609.0,-0.199,0.0,1099259.0,473742.0,174364.0,235591.0,0.0,383178.0,0,365,0,0,30,12,none,13,0.279,2426876.0,0.654,0.0,0.322,1.192,0.75,6529669.0,1.745,0.851,1,2
320,2025-08,56,senior,7393002.0,5278929.0,1714495.0,10123588.0,11,5,26,285084.0,0.145,234862.0,1191412.0,497016.0,186521.0,411635.0,320602.0,555103.0,0,1,1,0,30,26,holiday_week,6,0.232,2114073.0,0.714,1.369,0.439,1.025,0.407,6359605.0,-1.621,0.165,0,119
321,2025-08,55,senior,3892956.0,3061297.0,601167.0,16692643.0,9,1,24,107605.0,0.075,40440.0,377787.0,317027.0,0.0,219064.0,159260.0,202123.0,0,156,0,1,30,13,none,5,0.154,831659.0,0.786,4.288,0.261,0.832,0.36,3379226.0,3.053,0.955,1,1
322,2025-08,34,worker,12176211.0,8210857.0,0.0,30594429.0,23,1,19,1016878.0,0.262,1107749.0,2766435.0,901625.0,143519.0,732810.0,286474.0,1417347.0,1,1,0,0,14,9,holiday_week,0,0.0,3965354.0,0.674,2.513,0.116,0.741,1.15,11231297.0,1.968,0.877,1,1
323,2025-08,34,worker,12785845.0,8420152.0,3271158.0,0.0,19,4,19,108784.0,0.006,0.0,2712997.0,586036.0,379058.0,740317.0,477006.0,1114729.0,0,365,1,0,14,3,post_holiday,12,0.256,4365693.0,0.659,0.0,0.365,1.148,0.95,10996618.0,-0.391,0.404,0,30
324,2025-08,39,worker,8994412.0,6600577.0,3244615.0,24639542.0,12,4,28,723716.0,0.471,0.0,965781.0,577404.0,189433.0,434520.0,194730.0,1257918.0,0,342,0,0,30,12,none,0,0.361,2393835.0,0.734,2.739,0.499,1.173,0.414,8348790.0,0.787,0.687,0,116
325,2025-08,45,family,6795370.0,2934666.0,1775087.0,0.0,17,4,21,218463.0,-1.0,79912.0,611211.0,500350.0,84098.0,71193.0,56724.0,247653.0,0,100,1,0,30,22,none,13,0.261,3860704.0,0.432,0.0,0.113,1.763,0.773,6091800.0,4.155,0.985,1,1
326,2025-08,31,worker,6929190.0,5484837.0,3912168.0,0.0,21,8,29,404385.0,0.135,615379.0,1176915.0,496021.0,87073.0,333879.0,327943.0,1465556.0,1,1,1,0,30,8,none,7,0.565,1444353.0,0.792,0.0,0.274,1.345,0.7,4870987.0,1.714,0.847,1,0
327,2025-08,29,family,24928335.0,17946296.0,7731486.0,0.0,19,6,25,2237515.0,0.591,2671677.0,2457867.0,1533718.0,0.0,1187466.0,1098920.0,0.0,1,1,0,0,30,14,none,14,0.31,6982039.0,0.72,0.0,0.408,1.125,0.731,23861525.0,0.408,0.601,0,15
328,2025-08,30,worker,3714304.0,2696414.0,1890698.0,0.0,24,5,27,399807.0,0.892,427929.0,209692.0,238572.0,66261.0,199041.0,66757.0,52106.0,2,1,0,0,14,19,none,0,0.509,1017890.0,0.726,0.0,0.275,1.39,0.857,3741821.0,4.953,0.993,1,2
329,2025-08,33,worker,8695940.0,7514250.0,2540860.0,0.0,12,3,32,561972.0,0.379,766354.0,1333408.0,544317.0,197642.0,362396.0,164549.0,1817489.0,1,1,1,0,30,27,none,9,0.292,1181690.0,0.864,0.0,0.019,0.917,0.364,7119280.0,0.202,0.55,0,74
330,2025-08,30,worker,6497966.0,2775136.0,3240882.0,0.0,17,7,24,125407.0,0.808,169674.0,565110.0,170853.0,112064.0,264163.0,98705.0,434594.0,0,1,1,0,14,24,none,12,0.499,3722830.0,0.427,0.0,0.265,2.339,0.68,7668798.0,0.997,0.73,0,34
331,2025-08,33,family,21457818.0,9096504.0,8588781.0,0.0,22,4,23,796043.0,0.126,1088321.0,1030002.0,852954.0,385805.0,609531.0,211644.0,1344091.0,0,1,1,0,30,8,none,5,0.4,12361314.0,0.424,0.0,0.102,2.124,0.917,23610804.0,-1.605,0.167,0,29
332,2025-08,21,student,2946707.0,2242652.0,1474301.0,7279371.0,11,10,18,270648.0,0.051,0.0,556360.0,130180.0,540992.0,97901.0,207454.0,344811.0,0,360,0,1,14,4,none,0,0.5,704055.0,0.761,2.47,0.085,1.314,0.579,3025068.0,-2.857,0.054,0,75
333,2025-08,28,worker,11312105.0,8132639.0,3588711.0,35993408.0,21,2,28,101100.0,0.288,0.0,2685707.0,618549.0,425928.0,449011.0,424653.0,1326275.0,0,328,0,0,30,20,none,0,0.317,3179465.0,0.719,3.182,0.02,1.137,0.724,11592341.0,-0.493,0.379,0,56
334,2025-08,33,family,19735136.0,14713068.0,7408011.0,72236606.0,21,3,16,1008400.0,0.049,1409156.0,4465558.0,644544.0,229919.0,1690241.0,620205.0,2133167.0,0,1,1,0,30,7,none,12,0.375,5022068.0,0.746,3.66,0.428,1.174,1.235,17850717.0,0.066,0.516,0,11
335,2025-08,21,student,9122930.0,5936117.0,3602278.0,0.0,14,5,18,371356.0,-0.302,0.0,1322426.0,526735.0,240100.0,494337.0,62779.0,359766.0,0,365,0,0,14,11,pre_holiday,13,0.395,3186813.0,0.651,0.0,0.137,1.375,0.737,9772536.0,0.564,0.637,0,13
336,2025-08,29,worker,9147309.0,7497620.0,2127922.0,37753731.0,22,2,22,501564.0,-0.182,467198.0,599552.0,843805.0,276860.0,696365.0,497090.0,1346168.0,1,1,1,0,30,3,none,8,0.233,1649689.0,0.82,4.127,0.321,0.894,0.957,10387805.0,-2.434,0.081,0,33
337,2025-08,21,student,4728979.0,4066430.0,1480112.0,19725462.0,20,8,24,45095.0,-0.45,303526.0,1191363.0,295782.0,0.0,165207.0,86533.0,687410.0,0,1,0,0,30,23,none,2,0.313,662550.0,0.86,4.171,0.365,0.945,0.8,4829251.0,1.133,0.756,0,70
338,2025-08,39,family,9628428.0,7631467.0,5847535.0,0.0,18,6,14,313860.0,0.288,634999.0,1873775.0,0.0,285595.0,377345.0,151930.0,1680668.0,1,1,0,0,30,4,none,3,0.607,1996962.0,0.793,0.0,0.292,1.397,1.2,7841946.0,-1.424,0.194,0,40
339,2025-08,18,student,6822156.0,4645040.0,1889453.0,0.0,20,4,20,586959.0,0.055,853675.0,1248103.0,524202.0,383084.0,230539.0,313171.0,1126961.0,2,1,0,0,30,11,pre_holiday,0,0.277,2177116.0,0.681,0.0,0.292,1.141,0.952,6099333.0,1.044,0.739,0,8
340,2025-08,59,senior,5791184.0,2338750.0,2464170.0,0.0,3,6,21,626644.0,-0.112,460974.0,923047.0,208950.0,163174.0,166698.0,127643.0,343870.0,1,1,1,0,30,12,pre_holiday,7,0.426,3452434.0,0.404,0.0,0.253,2.292,0.136,5710400.0,1.603,0.832,1,2
341,2025-08,24,student,3102320.0,2591633.0,1367267.0,0.0,16,4,18,91856.0,-0.205,206467.0,426580.0,87265.0,388373.0,161502.0,0.0,111864.0,1,1,1,0,30,1,none,6,0.441,510687.0,0.835,0.0,0.296,1.126,0.842,3181930.0,-0.678,0.337,0,85
342,2025-08,23,other,8807383.0,7955350.0,3407243.0,0.0,21,2,24,690907.0,0.277,295931.0,331473.0,970528.0,141606.0,433004.0,289636.0,1934488.0,0,1,1,0,14,23,none,5,0.387,852032.0,0.903,0.0,0.17,0.982,0.84,7824289.0,-1.652,0.161,0,72
343,2025-08,25,family,9369689.0,7652073.0,2584279.0,0.0,10,4,18,1069636.0,0.401,565112.0,1113724.0,102630.0,12348.0,440491.0,350853.0,437112.0,0,1,0,0,30,18,none,4,0.276,1717616.0,0.817,0.0,0.149,0.95,0.526,7636097.0,2.646,0.934,1,0
344,2025-08,22,worker,10639345.0,6256506.0,0.0,0.0,15,6,18,955366.0,-0.459,168421.0,1713263.0,848405.0,324893.0,292903.0,189865.0,923028.0,0,1,0,2,14,16,none,0,0.0,4382840.0,0.588,0.0,0.225,0.85,0.789,12103650.0,1.496,0.817,1,2
345,2025-08,38,family,22716752.0,18652025.0,7838902.0,0.0,15,1,16,889735.0,-0.529,999215.0,4393991.0,1500835.0,0.0,1159609.0,876871.0,2012263.0,0,1,1,0,30,5,none,4,0.345,4064728.0,0.821,0.0,0.255,1.029,0.882,16791134.0,0.261,0.565,0,113
346,2025-08,38,family,17939703.0,15232233.0,0.0,0.0,13,3,24,230080.0,0.48,3674191.0,2011117.0,0.0,1241947.0,1439401.0,0.0,1466737.0,1,1,1,0,30,1,none,14,0.0,2707470.0,0.849,0.0,0.341,0.589,0.52,13612651.0,2.517,0.925,1,0
347,2025-08,61,senior,4516874.0,4308296.0,1793802.0,0.0,7,7,15,289301.0,-0.569,431023.0,495555.0,397439.0,41661.0,124243.0,0.0,758059.0,2,1,1,0,14,1,holiday_week,8,0.397,208578.0,0.954,0.0,0.465,0.941,0.438,3166016.0,0.143,0.536,0,40
348,2025-08,39,worker,9404198.0,5535156.0,3578347.0,0.0,23,3,23,680763.0,0.296,535155.0,1127968.0,348846.0,376461.0,416956.0,50653.0,782103.0,1,1,1,0,14,18,none,5,0.381,3869042.0,0.589,0.0,0.282,1.496,0.958,7132777.0,-1.064,0.257,0,51
349,2025-08,22,worker,12733032.0,8735265.0,6167238.0,0.0,23,2,17,824978.0,0.778,171514.0,1131148.0,484727.0,178096.0,883738.0,446153.0,1390795.0,0,1,1,0,14,22,none,7,0.484,3997767.0,0.686,0.0,0.144,1.435,1.278,13842101.0,-1.717,0.152,0,111
350,2025-08,21,student,1714968.0,1427009.0,247084.0,4812089.0,18,5,26,87452.0,0.779,192178.0,394881.0,66280.0,34299.0,88599.0,0.0,100777.0,2,1,1,0,14,23,none,5,0.144,287959.0,0.832,2.806,0.045,0.774,0.667,1872959.0,-0.185,0.454,0,8
351,2025-08,41,worker,6741762.0,4912126.0,414452.0,0.0,20,8,17,39557.0,0.382,576445.0,977748.0,378099.0,32559.0,262527.0,66552.0,557010.0,1,1,0,0,30,24,none,0,0.061,1829637.0,0.729,0.0,0.153,0.771,1.111,5992706.0,1.323,0.79,0,32
352,2025-08,18,student,5923539.0,3272168.0,2351265.0,0.0,20,11,16,480603.0,0.369,446634.0,592503.0,193300.0,453596.0,293751.0,0.0,241151.0,1,1,1,0,14,11,holiday_week,12,0.397,2651371.0,0.552,0.0,0.066,1.624,1.176,5772176.0,2.382,0.915,1,0
353,2025-08,29,worker,10794350.0,8443259.0,3036300.0,42407433.0,18,3,19,901789.0,1.0,683843.0,1436567.0,0.0,380949.0,355133.0,283518.0,943353.0,1,1,0,0,30,0,post_holiday,8,0.281,2351091.0,0.782,3.929,0.163,0.999,0.9,9697906.0,0.04,0.51,0,79
354,2025-08,27,worker,11343893.0,9152244.0,2353177.0,0.0,14,7,21,794539.0,-1.0,1241160.0,2336204.0,1344801.0,380293.0,604958.0,978649.0,1071568.0,2,1,1,0,30,7,none,12,0.207,2191649.0,0.807,0.0,0.306,0.877,0.636,8181255.0,2.08,0.889,1,1
355,2025-08,26,worker,18827388.0,13804136.0,5960586.0,0.0,21,4,22,1234129.0,-0.159,2732467.0,3269980.0,981687.0,724980.0,561422.0,475241.0,3422785.0,1,1,1,0,30,23,holiday_week,10,0.317,5023252.0,0.733,0.0,0.272,1.114,0.913,23208824.0,-0.367,0.409,0,22
356,2025-08,30,worker,11570780.0,8712077.0,8312750.0,0.0,17,7,15,1665758.0,0.432,745230.0,2179440.0,407173.0,111630.0,173494.0,331784.0,938355.0,0,1,0,0,14,22,none,9,0.718,2858703.0,0.753,0.0,0.524,1.618,1.062,12799724.0,-1.34,0.208,0,113
357,2025-08,47,family,20383999.0,13885460.0,9368488.0,80202795.0,16,7,18,586673.0,-0.102,819601.0,3448372.0,373688.0,376577.0,872938.0,966998.0,0.0,0,1,0,2,30,15,none,10,0.46,6498539.0,0.681,3.935,0.317,1.409,0.842,19429272.0,-2.239,0.096,0,69
358,2025-08,50,family,41814801.0,39378748.0,14833455.0,171111260.0,21,5,22,5188036.0,0.608,4973722.0,8951460.0,4799086.0,2213468.0,1381477.0,1668749.0,8584807.0,2,1,1,0,30,0,none,4,0.355,2436053.0,0.942,4.092,0.588,0.908,0.913,32264991.0,-0.868,0.296,0,35
